content;score;thumbsUpCount;at;appVersion;text_length;word_count
ubur-ubur Ikan lele,ngk rekomendasi leee;1;0;2025-08-15 02:23:15;4.6.9;40;5
Jadi ngeri ah, data pengguna yg seharusnya privasi dan rahasia bisa di obok2;1;0;2025-08-15 02:19:58;;76;13
takut di obrak abrik datanya;1;0;2025-08-15 02:19:36;4.6.9;28;5
ini bener BCA obrak Abrik data dan uang si penabung BCA prioritas apa kabar kami yang cuma remahan renginag ini;1;0;2025-08-15 02:17:00;4.6.9;111;20
takut rek gw diobrak abrik, privasi gk bisa di jaga;1;0;2025-08-15 02:11:19;;51;10
gbs di percayaaaaaa .. pdhal dah di akui dunia;1;0;2025-08-15 02:00:59;4.6.9;46;9
ko berani banget obrak abrik data nasabah;1;0;2025-08-15 01:50:33;;41;7
BCA Rip privasi..;1;0;2025-08-15 01:49:16;4.6.9;17;3
buruk sekali anda;1;0;2025-08-15 01:47:27;4.6.8;17;3
no good, tdk ads privasi;1;0;2025-08-15 01:42:58;4.6.9;24;5
BURUUKK;1;0;2025-08-15 01:34:35;;7;1
sekelas BCA loh;1;0;2025-08-15 01:31:21;4.3.3;15;3
Nasabah prioritas aja datanya diubrak abrik apalagi kita;1;0;2025-08-15 01:29:34;;56;8
Sayangi dan lindungi lah identitas nasabah;1;0;2025-08-15 01:27:54;;42;6
BCA udah ga aman. saya mau tarik semua uang saya;1;0;2025-08-15 01:25:51;;48;10
gak amanah gak menjaga data nasabah nya sekelas Nikita Mirzani yg nasabah prioritas aja data rekening nya di obral Abrik apalagi kita yg cuma numpang lewat duit nya bisa2 besok di sebarin klo saldo kita nol naro uang dibang cuma buat bayar utang kan gak lucu anjir;1;0;2025-08-15 01:25:39;4.6.9;264;47
nasabah prioritas saja d acak2;1;0;2025-08-15 01:23:11;;30;5
laknattt;1;0;2025-08-15 01:20:54;;8;1
sayangi nasabah mu dengan privasi identitasnya;1;0;2025-08-15 01:14:12;4.6.9;46;6
privasi sudah hilang wajib bintang 1 👎👎👎👎;1;0;2025-08-15 01:12:35;;41;7
mempermudah transaksi;5;0;2025-08-15 01:11:59;4.6.8;21;2
Privasi nya tolong di jaga lgi yaa;1;0;2025-08-15 01:10:31;4.6.8;34;7
Nol privasi;1;0;2025-08-15 01:07:52;4.1.2;11;2
dari kasus nikita mirzani nasabah prioritas aja bisa dinobrak abrik rekeningnya gimna yg bukan prioritas hadeuh bca kecewa banget sy pake bca itu sdh hampir 10thn lho krna kasus nikita mirzani jdi kecewa saya ko bisa sekelas bca obrak abrik data nasabah nya;1;0;2025-08-15 01:00:52;4.6.9;257;43
parah .. sekelas nasabah prioritas aja data Pribadi di bocorin.. di dlm kasus NIKITA MIRZANI. saya jd ragu Jd nasabah BCA.. fix inj pindah si. buat kak nikita terimakasih gara2 kak niki saya jd tau , kalau bank BCA itu g aman;1;0;2025-08-15 00:57:03;;225;42
bahay men data di obral Abrik ,parah men;1;0;2025-08-15 00:56:31;;40;8
INGET ADA PDP, BLUNDER BCA IUH;1;0;2025-08-15 00:54:29;;30;6
"BCA prioritas aja disepelein. apalagi yg biasa"" gini";1;0;2025-08-15 00:54:02;;52;8
tidak ada privasi. kacau data pribadi dibocorkan.;1;0;2025-08-15 00:52:42;2.9.2;49;7
data orang lain aja bisa kesebar apalagi data gw bye-bye BCA redflag;1;0;2025-08-15 00:51:12;;68;12
kacau kacau BCA gak ada lagi privasi;1;0;2025-08-15 00:50:39;;36;7
gobloggg wong privacy;1;0;2025-08-15 00:47:12;4.0.0;21;3
Tidak amanah;1;0;2025-08-15 00:46:51;4.6.9;12;2
data pribadi tidak aman;1;0;2025-08-15 00:43:16;;23;4
0 privasi;1;0;2025-08-15 00:40:32;4.6.8;9;2
nasabah prioritas aja bisa di acak acak datanya;1;0;2025-08-15 00:31:51;;47;8
Mengecewakan BCA bank circle abu😂;1;0;2025-08-15 00:27:28;;33;5
Sekelaa PRIORITAS lohh 😄😄 Ewhhh jijayy !! moved ke Mandiri dan BNI aja dehh, bye BCA !! 🤢🤮;1;0;2025-08-15 00:25:36;;90;18
JD mikir2 pakai BCA sekarang mulai gak aman;1;0;2025-08-15 00:25:18;4.6.9;43;8
BCA prioritas ko,data customer ga aman?;1;0;2025-08-15 00:25:13;;39;6
tidak amana;1;0;2025-08-15 00:17:43;4.6.7;11;2
sembrono;1;0;2025-08-15 00:14:38;4.6.9;8;1
Sangat kecewa dengan berita yang beredar;1;0;2025-08-15 00:13:15;4.6.9;40;6
BCA yang ku kira bank terbaik malah ternyata ga aman yaa grgr kasus kak nikita mirzani jadi tauu saya;1;0;2025-08-15 00:12:10;;101;19
tidak bisa mnjaga privacy nasabah;1;0;2025-08-15 00:09:37;;33;5
0 priv;1;0;2025-08-15 00:09:32;;6;2
0 privasi;1;0;2025-08-15 00:08:48;;9;2
Data Pengguna Tidak Aman;1;0;2025-08-15 00:04:03;;24;4
ngakunya aman yang prioritas ajah di obrak abrik wkwk;1;0;2025-08-15 00:00:11;4.6.8;53;9
nol privasi;1;0;2025-08-14 23:58:58;4.3.0;11;2
data ga aman;1;0;2025-08-14 23:57:44;;12;3
plis jangan ada yg mau nabung di BCA, mudah di sogok ternyata. kalian yang pakai BCA keluar semua dan tarik uangnya pindah ke bank lain.;1;0;2025-08-14 23:54:01;;136;25
gak aman;1;0;2025-08-14 23:53:33;4.6.9;8;2
keamanan informasi rekening pribadi sangat tidak baik;1;0;2025-08-14 23:53:32;4.6.8;53;7
keamanan data 0, nasabah prioritas aja diobrak-abrik isi rekening.;1;0;2025-08-14 23:53:18;4.6.8;66;9
bukan team siapa2 tapi kalo sampe rekening koran dibeberin gitu aja tanpa persetujuan yang bersangkutan itu udh fatal banget sih, etlis mau siapapun itu orangnya. udh apk lemot, adminya bertambah, kalo bukan buat update atau isi kartu flazz juga gakaan w instal lagi ni apk🫵🏻;1;0;2025-08-14 23:52:14;;275;45
bank tidak aman, data bisa tersebar;1;0;2025-08-14 23:51:01;;35;6
Kecewa , sekelas Prioritas Saja data Ya di sebar luaskan.;1;0;2025-08-14 23:50:53;4.6.9;57;10
gak aman nabung di bca. yang nasabah prioritas aja rekening koran bisa bebas di exploitasi. haduh bca bca;1;0;2025-08-14 23:49:57;;105;18
tidak melindungi data nasabah secara baik;1;0;2025-08-14 23:40:18;4.6.9;41;6
tf ke dana kena admin;1;0;2025-08-14 23:40:10;4.6.8;21;5
pembocoran data sekelas BCA wkkwkwwk;1;0;2025-08-14 23:38:26;;36;5
sekelas bca membeberkan data nasabah tanpa persetujuan nasabah itu sendiri , seorang nikita mirzani loh padahal anehh 👎👎👎👎👎;1;0;2025-08-14 23:34:29;;123;18
nasabah prioritas aja datanya di duga di obrak abrik apalagi nasabah biasa?? parah si sekelas bca teryata bobrok jaga data nasabah!!! data saya aman ga ya kira kira?? gimana nie bca?;1;0;2025-08-14 23:31:29;4.6.9;182;31
"privasi ga aman. sekelas nasabah prioritas aja di acak""";2;0;2025-08-14 23:31:07;;55;9
buruk;1;0;2025-08-14 23:27:26;;5;1
kecewa ternyata bca tidak menjaga privasi nasabah , sangat2 kecewa;1;0;2025-08-14 23:26:23;;66;10
NM: Berarti BCA udah ga aman ya;1;0;2025-08-14 23:26:15;;31;7
data nasaba disebar gimana sii bca;1;0;2025-08-14 23:25:48;4.6.4;34;6
takut di bca, sekelas prioritas aja datanya di acak acak, apalagi saya yg cuma tiap gajian..;1;0;2025-08-14 23:25:22;;92;16
nasabah prioritas aja saldonya bisa diobrak abrik apa lagi aku;1;0;2025-08-14 23:23:05;;62;10
NOL PRIVASI auto ganti bank sudah tidak lagi percaya 🥹;1;0;2025-08-14 23:22:04;;54;10
pindah ke bri ah takut di bobol;1;0;2025-08-14 23:21:42;4.6.9;31;7
g aman;1;0;2025-08-14 23:21:24;;6;2
tidak rekomendasi, karena rekening koran bisa di acak acak;1;0;2025-08-14 23:20:28;;58;9
data nasabah diperjual belikan!;1;0;2025-08-14 23:19:36;;31;4
takut di umbar data pribadi kyk nikita mirzani.;1;0;2025-08-14 23:18:01;;47;8
ragu pakek bank bca karana takut data di acak2;1;0;2025-08-14 23:16:35;;46;9
Sudah gak aman privasi data kita di Bank BCA,, Ayo Tarik semua dana kalian di Bank BCA!!!;1;0;2025-08-14 23:14:45;;89;17
data mutasi jebolll;1;0;2025-08-14 23:14:32;;19;3
kocak;1;0;2025-08-14 23:04:13;;5;1
jelek mending mandiri anja;1;0;2025-08-14 23:02:57;;26;4
BCA udah gak aman takutt;1;0;2025-08-14 23:01:39;4.6.8;24;5
saya khawatir data/dana saya kesebar. karena sekarang bca benar benar tidak aman. pegawai bca bisa membeberkan data privasi, mengobrak abrik rekenibg seorang artis besar. khawatir sama orang orang kecil seperti saya. mandiri lebih ok.;1;0;2025-08-14 22:58:53;4.6.9;234;34
nasabah prioritas aja di acak2, sedihnya;1;0;2025-08-14 22:55:34;2.7.4;40;6
0privasi . mending pake mandiri saja;1;0;2025-08-14 22:53:52;;36;6
tolong komitmen untuk tetap melindungi data nasabah;1;0;2025-08-14 22:46:51;4.6.9;51;7
liat bca memperlakukan nikita Mirzani yang notabene nya nasabah prioritas aja bisa mengobrak-abrik privasi nasabah.. bagaimana dengan nasabah yang biasa? padahal privasi nasabah sudah tercatat sebagai UUD;1;0;2025-08-14 22:46:28;;204;27
no rekomendasi;1;0;2025-08-14 22:46:05;4.6.9;14;2
maaf kasi bintang 1. gegara belain abu² eh malah ngobrak ngabrik data nasabah prioritas pula. bagaimana dengan kami ini😭😁;1;0;2025-08-14 22:45:34;4.6.9;121;19
minimum privacy;1;0;2025-08-14 22:41:01;;15;2
untung pake mandiri wkwkkw;1;0;2025-08-14 22:39:47;;26;4
SELAMAT TINGGAL BCA TERIMAKASIH SUDAH MENEMANI DARI TAHAPAN EKSPRESI DAN SEKARANG AKU MERASA TIDAK AMAN;1;0;2025-08-14 22:39:09;;103;15
Jangan komen2 yg bagus donk d sematkan komen yg jelek di hapus gk d sini gk di ig jentel aja lah. tanggepin min kenapa bca gk bs jaga privasi nasabah prioritas seorang NM.;2;0;2025-08-14 22:37:52;2.7.6;171;33
membuka data pribadi tanpa konfirmasi pemilik rekening;1;0;2025-08-14 22:34:12;;54;7
KECEWA KENAPA DATA NASABAH DI OBRAK ABRIK KEK GAADA PRIFASI LAGI APALAGI DI KASUS YANG GEDEE PENGADILAN NIKMKR;1;0;2025-08-14 22:32:36;4.6.9;110;18
NASABAH PRIORITAS AJA DI OBRAK ABRIK DATA NYA. GIMNA GUE YG TABUNGAN EXPRESI DOANG;1;0;2025-08-14 22:31:41;4.6.7;82;14
BCA (Bank Circle Abu abu);1;0;2025-08-14 22:29:23;4.6.9;25;5
setelah ricek bank terbaik;5;0;2025-08-14 22:26:33;4.0.3;26;4
tidak amanah;1;0;2025-08-14 22:23:58;;12;2
bank kalau tidak bisa dipercaya untuk apa?;3;0;2025-08-14 22:23:44;4.6.9;42;7
ngeri banget sekarang .sejak kasus NM KEBUKA BANGET YANG KATANYA PRIVASI TERNYATA CUMAN HOAX. bank tukang obrak abrik rekening;1;0;2025-08-14 22:22:22;;126;19
bca sudah tidak bisa di percaya... masa sekelas bank ternama bisa membuka privasi nasabahnya .... kecewa banget;1;0;2025-08-14 22:20:40;;111;17
g jelas;1;0;2025-08-14 22:17:49;4.6.9;7;2
ngga safety mending pindah ke yang lain aja;1;0;2025-08-14 22:15:18;;43;8
pindah bank aj bhaya tkut g aman;1;0;2025-08-14 22:10:29;4.6.9;32;7
perlu dipertanyakan soal kasus rekening nikita dibongkar bgtu, padahal itu nasabah lu;1;0;2025-08-14 22:07:03;4.6.9;85;12
semenjak kesaksian di NM jadi yakin mau nonaktifkan rek BCA;1;0;2025-08-14 22:06:32;;59;10
MUDAH DISOGOK;1;0;2025-08-14 22:06:25;4.6.9;13;2
ternyata visa bocor ya data nasabah;1;0;2025-08-14 22:05:36;4.6.7;35;6
bank 0 privasi;1;0;2025-08-14 22:04:44;4.0.2;14;3
ribet bnget klw ganti mbaking ke HP lain..;1;0;2025-08-14 22:03:36;4.6.8;42;8
nol privasi wkwkw;1;0;2025-08-14 22:01:49;;17;3
gabisa dipercaya;1;0;2025-08-14 21:58:27;2.7.6;16;2
acak acak data nasabah prioritas euyyyy;1;0;2025-08-14 21:58:20;4.6.9;39;6
jelek bangettt;1;0;2025-08-14 21:58:02;4.6.9;14;2
masa data pribadi nasabah di obrak-abrik;1;0;2025-08-14 21:57:42;;40;6
bocorkan data nasabah;1;0;2025-08-14 21:57:30;;21;3
auto tutup akun liat kasusnya nikmir;1;0;2025-08-14 21:56:55;;36;6
sangat amat buruk, nollll privasiii;1;0;2025-08-14 21:55:50;4.6.9;35;5
BCA 0 privasi membocorkan data nasabah prioritas sembarangan;1;0;2025-08-14 21:55:24;4.6.9;60;8
Robert susah apk nya gagal terus;1;0;2025-08-14 21:55:21;4.6.9;32;6
min privasi, sangat buruk;1;0;2025-08-14 21:53:58;;25;4
gada privasi;1;0;2025-08-14 21:49:46;4.0.8;12;2
setalah melihat berita nikta sy jadi ragu untuk memakai bca;1;0;2025-08-14 21:47:26;;59;10
gak aman data kita bisa di obrak abrik gini , aduh gmn ini sekelas bca loh .;1;0;2025-08-14 21:46:58;;76;17
jgn buka2 privasi orang dong bang;1;0;2025-08-14 21:45:01;;33;6
data kita ga aman ga dilindungi;1;0;2025-08-14 21:41:15;4.6.9;31;6
merasa tidak aman menjadi nasabah BCA, karena adanya kasus NM. Prioritas loh dia, apakabar saya yang cuma nasabah biasa!!!;1;0;2025-08-14 21:38:12;4.6.9;122;19
Data nasabah seorang Nikita Mirzani biasa di obrak Abrik apa lagi rakyat biasa wooowoow rekening aku di blokir gitu aja, tp email tawaran ada aja. blokir jg doonk;1;0;2025-08-14 21:36:20;;162;28
domasi nikita mirzani!!;1;0;2025-08-14 21:32:25;;23;3
dari kasus NM saya mampir kesini karna sudah melanggar jaminan nasabah;1;0;2025-08-14 21:27:20;;70;11
bank gak guna;1;0;2025-08-14 21:27:07;4.6.8;13;3
pulsa saya habis 20000!!!!!!!! hanya untuk verifikasi, bahkan sampai sekarang blum, lampu indikator itulah, saya pergi ke kantor BCA nya juga gaada solusiii astaga;1;0;2025-08-14 21:25:16;4.6.9;163;24
BCA kok data nasabah bisa akses sembarangan;1;0;2025-08-14 21:24:05;4.3.0;43;7
jadi nasabah BCA sudah lama, tapi masih aja di persulit untuk pengajuan KUR.. bukannya memprioritaskan nasabah, malah mempersulit nasabah;1;1;2025-08-14 21:22:57;4.6.9;137;19
gak aman;1;0;2025-08-14 21:22:29;4.0.2;8;2
sekelas nasabah prioritas aja rekening koran di acak²...kacau emang BCA;1;0;2025-08-14 21:19:09;4.6.9;71;10
cek kasus nikita..parah sih BCA,;1;0;2025-08-14 21:17:42;;32;5
nelpon terus;1;0;2025-08-14 21:16:16;4.6.9;12;2
HATI HATI, INGAT KEJADIAN NIKMIR TADI, BCA GAK AMAN;1;0;2025-08-14 21:14:27;;51;9
buruk;1;0;2025-08-14 21:13:57;;5;1
fix;5;0;2025-08-14 21:13:53;;3;1
takut di obrak abrik;1;0;2025-08-14 21:12:14;4.6.9;20;4
bca udah gak aman;1;0;2025-08-14 21:10:32;4.6.9;17;4
waduh setelah liat sidang nikita mirzani aku jdi gimana gt k bca.. ko bisaa gtuuuu????;1;0;2025-08-14 21:10:26;;86;15
kecewa buka Rekening di Bca, trnyta data gk Aman, contohnya kasus Nikita Mirzani;1;0;2025-08-14 21:07:35;4.6.9;80;13
lihat berita NM nasabah prioritas tapi data nya di buka begitu saja,, saya jadi takut pake BCA;1;0;2025-08-14 21:06:34;4.6.9;94;17
BCA 0 privasi👎🏻;1;0;2025-08-14 21:06:23;4.6.9;15;3
sekelas bca prioritas aja di obrak abrik aplgi yg kecil kayak aku, aku besok mau tarik saldo pindah aja, gak prcya lgi aku;1;0;2025-08-14 21:04:20;4.6.9;122;23
tidak bisa melindungi data nasabah;1;0;2025-08-14 21:03:37;;34;5
kenapa di bank BCA sekelas nasabah prioritas.bisa di obrak Abrik..di kasus persidangan NM.coba cek Ig BCA dan tiktok bca;3;0;2025-08-14 21:02:12;4.6.9;120;19
lebi muda;5;0;2025-08-14 21:01:48;4.6.9;9;2
gak bisa. banget d percaya;1;0;2025-08-14 21:01:28;;26;5
nasabah prioritas aja di obrak abrik apalagi nasabah yg duit nya seiprit;1;0;2025-08-14 21:00:29;4.6.8;72;12
takut data saya dibeberin;1;0;2025-08-14 20:59:02;4.6.9;25;4
BOCOR BOCOR privasi BOCOR;1;0;2025-08-14 20:57:56;4.6.9;25;4
susah kali, pdahal saya udh isi pulsa tapi stuck di SMS terus ya next² aduh;1;0;2025-08-14 20:57:30;4.6.9;75;15
Jangan pake BCA guys sekelas NIKITA MIRZANI aja BCA prioritas di retas hak nya tanpa persetujuan nasabah walaupun ada surat perintah dari petinggi tapi yg namanya privasi harus ada seenggaknya konfirm dulu sama yg bersangkutan jangan main bongkar aja datanya...;1;0;2025-08-14 20:57:23;;261;40
BCA telah membocorkan data pribadi Nasabah nya Nikita mirzani tnp izin,kami rame2 akan menarik uang kami dan menutup rek kami di BCA ngerikkkkkkk;1;0;2025-08-14 20:54:04;4.6.9;145;23
prioritas aja bisa bocor apalagi kami yg kaum biasa;1;0;2025-08-14 20:46:42;4.6.7;51;9
data nasabah masa dibocorkan;1;0;2025-08-14 20:46:20;;28;4
privasi tida aman;1;0;2025-08-14 20:46:18;4.6.9;17;3
data ngga aman nasabah prioritas aja di obok obok apalagi nasabah reguler;1;0;2025-08-14 20:46:03;4.6.6;73;12
udah gak aman pakai bca setelah lihat kasus nikita mirzani;1;0;2025-08-14 20:43:50;4.6.9;58;10
MEMBOCORKAN IDENTITAS NASABAH;1;0;2025-08-14 20:42:35;4.6.1;29;3
nol privasi anjir;1;0;2025-08-14 20:40:17;;17;3
0 privasi;1;0;2025-08-14 20:39:50;;9;2
gak aman datanya. bisa bintang 0 ga sih, kerena sesuai sama banknya yg 0 privasi juga.;1;0;2025-08-14 20:38:11;4.6.4;86;16
Apaan si, sekelas nasabah priotitas aja rekening korannya di obrak abrik;1;0;2025-08-14 20:36:56;4.6.9;72;11
takut tiba2 di bocorin data2nya;1;0;2025-08-14 20:35:37;4.6.9;31;5
kureng;1;0;2025-08-14 20:35:23;;6;1
Tidak aman!;1;0;2025-08-14 20:34:30;4.6.9;11;2
0 privasi;1;0;2025-08-14 20:30:43;;9;2
Bank dengan perlindungan data nasabah yang buruk, sering banget ditelpon perusahaan asuransi ga jelas, saat ditanya dapat data saya dari mana katanya dari bank BCA, bener-bener kecewa sih;1;0;2025-08-14 20:30:00;4.6.9;187;28
rekening nasabah di acak2;1;0;2025-08-14 20:27:39;;25;4
"huuuuu nasabah prioritas aja diacak"", apalagi cuma nasabah kecil. gak amanahhhh boykot";1;0;2025-08-14 20:27:30;;86;12
TIDAK MELINDUNGI IDENTITAS NASABAH;1;0;2025-08-14 20:27:30;;34;4
nasabah prioritas aja di acak2 apalagi nasabah biasa;1;0;2025-08-14 20:25:06;2.9.5;52;8
nol privasi;1;0;2025-08-14 20:24:41;;11;2
gabisa menjaga privasi🙏🏻 #nmbebas;1;0;2025-08-14 20:23:08;4.5.8;33;4
semoga lebih baik lagi;1;0;2025-08-14 20:22:28;4.6.9;22;4
mengerikan;1;0;2025-08-14 20:19:42;;10;1
mengapa kalau memakai bca keyboard sangat menguras baterai;4;0;2025-08-14 20:17:28;4.6.9;58;8
takut ah make nya privasi pengguna aja bisa kesebar;1;0;2025-08-14 20:16:50;;51;9
SEKELAS PRIORITAS (NIKMIR) AJA DI OTAK ATIK ...BCA 0 PRIVASI..MIRIS;1;0;2025-08-14 20:16:00;4.0.2;67;10
sorry memang dri awal agak berat mau kasih rating bagus ternyata benar suka buka buka privacy nasabah maaf🙏;1;0;2025-08-14 20:15:55;;107;18
Nasabah PRIORITAS LO dipermainkan, UDAH GAK AMAN;1;0;2025-08-14 20:15:07;4.6.9;48;7
nasabah prioritas aja bisa dipermaikan sama BCA Gimana sama nasabah saldo krisis;1;0;2025-08-14 20:15:02;;80;12
takut di obrak abrik;1;0;2025-08-14 20:14:33;4.6.9;20;4
membocorkan data pengguna;1;0;2025-08-14 20:13:53;;25;3
tidak bagus data nasabahnya aja dibongkar;1;0;2025-08-14 20:13:30;;41;6
TIDAK AMANAH!!;1;0;2025-08-14 20:11:53;4.6.9;14;2
BCA BISA MEMBOBOL DATA NASABAH SESUKA HATI;1;0;2025-08-14 20:11:45;;42;7
tidak aman data bisa di sebar tanpa ijin nasabah;1;0;2025-08-14 20:10:51;;48;9
0 privasi;1;0;2025-08-14 20:10:37;4.6.9;9;2
sudah Tdk aman lagi,karyawan nya GK bisa jaga data nasabah,ini ya kalau emang bisa d percaya kenapa data nasabah di obrak Abrik???seviral ini di bikin karyawan nya ya wak;1;0;2025-08-14 20:09:56;4.6.9;170;29
sekilas Nikita aja sudah prioritas data nasabah di obarak Abrik,tapi kata nya nasabah prioritas melindungin nasabah ,dari sesaksian tdi gak ada data Niki di lindungin bank bca;1;0;2025-08-14 20:09:44;4.6.9;175;27
jadi takut simpen uang disini, karna berita yg beredar sekelas Nasabah Bca Prioritas aja bisa di Obrak abrik Privasi nya apalagi yang Nasabah biasa. tolong klarifikasi nya;1;0;2025-08-14 20:01:40;4.2.1;171;27
Ampun Sama aplikasi ini Ga aman;1;0;2025-08-14 19:57:25;4.6.9;31;6
bank susah di verifikasi;1;0;2025-08-14 19:52:48;4.6.9;24;4
privasi orang aja d obrak abrik ,gak dehhhh;1;0;2025-08-14 19:52:15;;43;8
hati2...enggak aman pakai BCA mobile..nasabah prioritas saja riwayat 2022 diumbar....padahal kasus nikmir 2024 2025...;1;0;2025-08-14 19:50:31;;118;14
keamanan perlindungan data nasabah sudah tidak aman , bisa dibuka tanpa izin nasabah' untuk proritas apalagi yang reguler 😭;1;0;2025-08-14 19:49:55;2.8.4;123;19
mantap;4;0;2025-08-14 19:49:36;4.6.9;6;1
bahaya banget sekelas nasabah prioritas aja datanya di obrak abrik;1;0;2025-08-14 19:47:41;;66;10
setelah lihat berita tentang Nm jadi khawatir sama data pribadi customer, tolong benahi lagi min, bisa²nya data customer sekelas prioritas bisa di acak-acak gitu!!;1;0;2025-08-14 19:40:37;4.6.9;163;24
Parah banget ya. data kita gak dilindungi. dari prioritas bisa bisanya datanya disebar. mohon maaf kecewa sama BCA yg dulunya kupikir bank paling aman. nyatanya sama aja kayak bank lain. bye BCA;1;0;2025-08-14 19:38:46;4.6.9;194;32
nol privasi;1;0;2025-08-14 19:37:13;4.6.9;11;2
berani membocorkan rahasia nasabah pada pihak ke tiga. kecewa.;1;0;2025-08-14 19:36:06;4.6.9;62;9
ngak aman;1;0;2025-08-14 19:36:05;;9;2
0 privasi;1;0;2025-08-14 19:33:48;4.6.9;9;2
parah bca sekarang nol privasi, ini baru ketahuan yg nikita yg blm ketahuan gimana nasibnya ya;1;0;2025-08-14 19:30:35;4.6.9;94;16
hari-hari data kita di obrak obrik;1;0;2025-08-14 19:30:18;4.6.8;34;6
TIDAK ADA PRIVASI NASABAH;1;0;2025-08-14 19:29:21;;25;4
DATA GAK AMAN.;1;0;2025-08-14 19:27:10;4.6.9;14;3
data nasabah diobok obok;1;0;2025-08-14 19:26:10;;24;4
halo admin apakah data pribadi kita jika ada seseorang meminta rekening mutasi yg bukan miliknya apa itu langsung dikasih? apa gak izin dulu ke pihak yg punya rekening. hak privasi gak boleh sebar luaskan.benar² aku kecewa bca.;1;0;2025-08-14 19:25:10;4.6.9;227;37
0 privasi;1;0;2025-08-14 19:22:57;4.6.9;9;2
ga aman ges wkwkwk;1;0;2025-08-14 19:22:50;;18;4
kasi bintang 1 ajah takut nya kurang aman buat menabung;1;0;2025-08-14 19:21:01;4.6.4;55;10
tidak privasi lagi;1;0;2025-08-14 19:20:43;4.3.8;18;3
data pribadi nm bocor;1;0;2025-08-14 19:20:06;4.1.8;21;4
tidak menjaga privasi;1;0;2025-08-14 19:20:04;;21;3
nda bagus;1;0;2025-08-14 19:19:20;;9;2
nasabah prioritas aja di obrak abrik apalagi sekelas rakyat kecil;1;0;2025-08-14 19:19:08;;65;10
Sekelas BCA , Nasabah Prioritas aja di Bobol gimana bukan Prioritas Sekelas Nikita Mirzani lohh.;1;0;2025-08-14 19:16:09;4.6.9;96;15
bank yang suka nya obok obok nasabah nya ga asafety bgt;1;0;2025-08-14 19:15:28;4.6.9;55;11
karna kasus nikmir jadi ngerasa gk aman;1;0;2025-08-14 19:15:22;4.6.8;39;7
iyuh;1;0;2025-08-14 19:14:29;4.6.9;4;1
perfect;5;0;2025-08-14 19:13:17;4.6.9;7;1
gara2 kasus nikita mirzani... pntesa kartu kredit gua limit e gk naik2...;1;0;2025-08-14 19:13:16;4.6.7;73;12
udah ga aman nyimpen duit di BCA WADUUUUH;1;0;2025-08-14 19:13:01;4.6.9;41;8
sekelas bca kok gt;1;0;2025-08-14 19:11:19;4.6.9;18;4
data ga bisa aman , payah BCA;1;0;2025-08-14 19:08:55;;29;7
gada privacy nasabah;1;0;2025-08-14 19:08:42;;20;3
noll praivesi, yg prioritas aja di beberkan Rex korannya paraah;1;0;2025-08-14 19:05:25;4.6.8;63;10
0 privasi;1;0;2025-08-14 19:05:02;4.6.6;9;2
sekelas BCA, bisa ngobrak ngabrik nasabah prioritas. aduhh kok sama aja kaya bank BUMN. kecewa berat dehhh;1;0;2025-08-14 19:04:57;;106;17
ok;5;0;2025-08-14 19:03:50;;2;1
BCA sdh tidak aman, sekelas NM nasabah prioritas aja mengacak2 rekening koran tanpa seizin NM. bye;1;0;2025-08-14 19:00:54;;98;16
PRIVASI NASABAH TIDAK BISA DIPERCAYA!!;1;0;2025-08-14 18:59:30;;38;5
0 PRIVASI;1;0;2025-08-14 18:57:29;4.6.9;9;2
kecewa pas tau di kasus sidang NM data nasabah prioritas di obrak abrik.. bye BCA;1;0;2025-08-14 18:55:50;;81;15
suka loading keluar gak jelas banget pdhl sinyal udh bagus;1;0;2025-08-14 18:55:49;4.6.9;58;10
BCA sudah tidak aman;1;0;2025-08-14 18:53:44;4.6.8;20;4
Tidak melindungi privasi nasabah;1;0;2025-08-14 18:53:14;;32;4
aplikasi buruk tidak menjaga privasi;1;0;2025-08-14 18:52:44;;36;5
Seremm saldo rekening bisa diacak2 sama pegawai BCA seperti kasus nikita mirzani kwkwkkw padahal dia prioritas lohh;1;0;2025-08-14 18:52:18;;115;17
Ga amanah, data pengguna di sebarkan tanpa sepengetahuan pemilik;1;0;2025-08-14 18:51:04;;64;9
tidak menjaga privasi nasabahnya;1;0;2025-08-14 18:49:52;4.6.9;32;4
megotak atik transaksi nasabah prioritas;1;0;2025-08-14 18:49:24;4.6.9;40;5
Takut banget pake bca,auto pindah haluan,njir nikmir yg prioritas aja bisa diobrak abrik,apalagi tabungan buat usaha,bisa² uang hilang tanpa adanya laporan mutasi;1;0;2025-08-14 18:48:53;;162;22
gak aman data nasabah nya di buka di persidangan Nm;1;0;2025-08-14 18:43:40;4.6.8;51;10
0 privasi👍;1;0;2025-08-14 18:42:30;4.6.6;10;2
ribet;1;0;2025-08-14 18:41:29;;5;1
dalam kasus Nikita Mirzani Kacau privasi orang bisa di sebar ke orang lain ngeri ngeri;1;0;2025-08-14 18:40:24;4.6.8;86;15
DATA TIDAK AMAN;1;0;2025-08-14 18:39:30;4.6.9;15;3
BCA sudah tidak bisa di percaya lagi dlm menjaga rahasia nasabah;1;0;2025-08-14 18:38:22;4.5.5;64;11
masa dara orang dipublikasiin semua sih yg penting dan yg di perlukan aja gak harus semua 👎👎👎👎👎👎👎;1;0;2025-08-14 18:37:42;4.6.9;97;17
prettt demi sogokan rela bocorin hha;1;0;2025-08-14 18:37:18;;36;6
